"ID","NOMBRE_ELECCION","AÑO_ELECCION","PAIS","REGION","DEPTO","MUNICIPIO","PARTIDO","NOMBRE_PARTIDO","SEXO","RAZA","ANALFABETOS","ALFABETOS","PRIMARIA","NIVEL_MEDIO","UNIVERSITARIOS"
1346,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Santiago Texacuangos","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2589,6456,2401,2182,1873
1347,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","El Paisnal","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1739,6329,1348,2216,2765
1348,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Guazapa","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1143,4187,932,812,2443
1349,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Ayutuxtepeque","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2874,2814,1466,802,546
1350,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Rosario de Mora","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2805,5616,1298,1977,2341
1351,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Santa Ana","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2114,4495,1544,217,2734
1352,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Chalchuapa","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2647,4447,882,2009,1556
1353,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Metapán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2380,2568,214,80,2274
1354,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Coatepeque","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1393,5781,2470,2702,609
1355,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","El Congo","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1665,2496,1384,369,743
1356,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Texistepeque","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",856,4788,499,2509,1780
1357,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Candelaria la Frontera","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2702,4302,556,1556,2190
1358,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","San Sebastián Salitrillo","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1161,3940,336,2030,1574
1359,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Santa Rosa Guachipilín ","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2740,3366,1403,1821,142
1360,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Santiago de la Frontera","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",973,6242,2934,1228,2080
1361,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","El Porvenir","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2611,5475,2254,1949,1272
1362,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Masahuat","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2374,4508,269,2821,1418
1363,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","San Antonio Pajonal","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1837,5598,351,2888,2359
1364,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Vicente","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",408,3339,2428,268,643
1365,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Tecoluca","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2422,2585,451,131,2003
1366,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Sebastián","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2910,5266,2486,369,2411
1367,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Apastepeque","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",222,5971,2895,2217,859
1368,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Esteban Catarina","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2553,4175,656,2092,1427
1369,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Ildefonso","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2503,1336,1013,38,285
1370,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Santa Clara","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1314,2988,910,1039,1039
1371,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Lorenzo","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1612,6438,2545,1564,2329
1372,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Verapaz","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",457,5477,2932,1124,1421
1373,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Guadalupe","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2908,7171,2183,2928,2060
1374,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Santo Domingo","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2158,5992,2251,2549,1192
1375,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Cayetano Istepeque","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",683,3650,2226,330,1094
1376,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Nuevo Tepetitán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1900,5077,256,2906,1915
1377,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Sonsonate","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1690,5671,745,2705,2221
1378,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Izalco","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",219,2643,1587,373,683
1379,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Acajutla","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1086,2937,13,457,2467
1380,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Armenia","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2304,4992,1378,2941,673
1381,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Nahuizalco","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1988,4910,1975,1779,1156
1382,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Juayúa","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1392,5411,1821,1958,1632
1383,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","San Julián","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2935,3932,1371,2098,463
1384,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Sonzacate","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2961,3987,578,1317,2092
1385,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","San Antonio del Monte","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",613,3547,177,2414,956
1386,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Nahulingo","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",57,5991,1501,2026,2464
1387,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Cuisnahuat","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2317,4616,2563,1294,759
1388,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Santa Catarina Masahuat","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",674,2003,82,1721,200
1389,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Caluco","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2776,6475,2108,2222,2145
1390,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Santa Isabel Ishuatán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",132,5275,872,1454,2949
1391,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Salcoatitán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",920,4996,2072,1670,1254
1392,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Santo Domingo de Guzmán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",357,5731,2196,2934,601
1393,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Usulután","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2896,3689,1224,604,1861
1394,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Jiquilisco","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",175,5785,2187,2310,1288
1395,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Berlín","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",407,3146,603,2378,165
1396,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Santiago de María","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",351,3487,779,366,2342
1397,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Jucuapa","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",229,4912,975,1039,2898
1398,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Santa Elena","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",977,4342,2216,1471,655
1399,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Jucuarán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",531,5965,2855,1655,1455
1400,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Agustín","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",958,6865,2192,2950,1723
1401,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Ozatlán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1067,5033,2133,2084,816
1402,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Estanzuelas","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2339,3524,1951,476,1097
1403,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Mercedes Umaña","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",84,4161,1572,1995,594
1404,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Alegría","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2276,2391,1764,125,502
1405,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Concepción Batres","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",773,4303,761,2183,1359
1406,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Francisco Javier","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1587,3336,1117,490,1729
1407,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Puerto El Triunfo","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2375,4489,786,2949,754
1408,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Tecapán","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2318,3375,312,2351,712
1409,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Dionisio","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",286,5165,2149,1497,1519
1410,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Ereguayquín","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2997,3258,1485,1332,441
1411,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Santa María","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",235,6543,2054,2123,2366
1412,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Nueva Granada","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",235,4862,1106,1837,1919
1413,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","El Triunfo","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",561,4473,1695,1181,1597
1414,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Buenaventura","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",2262,1701,400,1210,91
1415,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","California","FMLN","Farabundo Marti lib. Nac.","hombres","INDIGENAS",1048,1144,377,7,760
1416,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Teustepe","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1869,4003,1153,1884,966
1417,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","San José de los Remates","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2147,4593,1637,2785,171
1418,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Santa Lucía","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1816,5338,2420,83,2835
1419,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Boaco","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1592,5350,179,2676,2495
1420,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Camoapa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1924,3167,550,1278,1339
1421,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","San Lorenzo ","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2617,5947,729,2791,2427
1422,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","San Marcos","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1807,5444,1666,980,2798
1423,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Diriamba","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2216,6007,1927,1177,2903
1424,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Dolores","PSN","Partido Socialista Nic.","hombres","INDIGENAS",976,4700,2212,388,2100
1425,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Jinotepe","PSN","Partido Socialista Nic.","hombres","INDIGENAS",116,4265,2170,932,1163
1426,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","El Rosario","PSN","Partido Socialista Nic.","hombres","INDIGENAS",691,4295,1745,1729,821
1427,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","La Paz","PSN","Partido Socialista Nic.","hombres","INDIGENAS",530,4605,1505,2911,189
1428,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Santa Teresa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2949,2648,7,523,2118
1429,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","La Conquista","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1192,4119,1338,621,2160
1430,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","El Viejo","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2333,2281,740,297,1244
1431,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Puerto Morazán","PSN","Partido Socialista Nic.","hombres","INDIGENAS",965,7841,2835,2255,2751
1432,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Somotillo","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1,3130,2275,5,850
1433,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Santo Tomás del Norte","PSN","Partido Socialista Nic.","hombres","INDIGENAS",755,1401,110,229,1062
1434,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Cinco Pinos","PSN","Partido Socialista Nic.","hombres","INDIGENAS",245,3118,1212,1097,809
1435,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","San Pedro del Norte","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2733,4318,389,2168,1761
1436,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","San Francisco del Norte","PSN","Partido Socialista Nic.","hombres","INDIGENAS",564,5315,2444,2692,179
1437,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Corinto","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2067,3905,400,645,2860
1438,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Villanueva","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2409,6026,1236,2629,2161
1439,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Chinandega","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2897,2850,1043,774,1033
1440,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Posoltega","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2222,7657,2877,2108,2672
1441,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Chichigalpa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1297,4568,906,2528,1134
1442,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","El Realejo","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2537,5874,2689,334,2851
1443,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Comalapa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1721,6089,1583,2753,1753
1444,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Juigalpa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",595,4102,2762,463,877
1445,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","La Libertad","PSN","Partido Socialista Nic.","hombres","INDIGENAS",875,5743,1640,1365,2738
1446,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Santo Domingo","PSN","Partido Socialista Nic.","hombres","INDIGENAS",179,5155,2299,309,2547
1447,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","San Pedro de Lovago","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1783,3606,939,234,2433
1448,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Santo Tomás","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2820,2601,1371,89,1141
1449,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","El Rama","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1937,4029,2971,1044,14
1450,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Villa Sandino","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1139,1945,1112,725,108
1451,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Acoyapa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",727,4222,1706,1068,1448
1452,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Cuapa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2702,3941,1205,1411,1325
1453,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","El Coral","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1552,3447,1756,223,1468
1454,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Mueye de los Bueyes","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1004,1671,44,255,1372
1455,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Nueva Guinea","PSN","Partido Socialista Nic.","hombres","INDIGENAS",430,5336,1191,2471,1674
1456,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","El Ayote","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1287,3659,2545,890,224
1457,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","Pueblo Nuevo","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1807,4565,1061,931,2573
1458,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","Condega","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2033,4950,556,1516,2878
1459,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","San Juan de Limay","PSN","Partido Socialista Nic.","hombres","INDIGENAS",541,4158,2835,850,473
1460,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","Esteli","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1878,4931,1508,1036,2387
1461,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","La Trinidad","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2153,2630,1023,580,1027
1462,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","San Nicolás","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1228,6441,1871,1870,2700
1463,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Granada","PSN","Partido Socialista Nic.","hombres","INDIGENAS",568,6405,2988,2788,629
1464,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Diriomo","PSN","Partido Socialista Nic.","hombres","INDIGENAS",871,3306,2003,807,496
1465,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Diriá","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1971,4082,1859,1656,567
1466,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Nandaime","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1958,6900,1085,2851,2964
1467,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","La Concordia","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2603,2542,1696,120,726
1468,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","San Sebastián de Yalí","PSN","Partido Socialista Nic.","hombres","INDIGENAS",352,4642,2559,727,1356
1469,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","San Rafael del Norte","PSN","Partido Socialista Nic.","hombres","INDIGENAS",668,4565,1288,2921,356
1470,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Jinotega","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1446,3441,1178,79,2184
1471,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Santa María de Pantasma","PSN","Partido Socialista Nic.","hombres","INDIGENAS",307,5694,2041,2551,1102
1472,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Cuá Bocay","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1233,5399,1179,2230,1990
1473,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Wiwilí","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1125,5573,1503,1210,2860
1474,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Achuapa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",712,3847,908,837,2102
1475,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","El Sauce","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2643,2434,766,638,1030
1476,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Santa Rosa del Peñón","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2885,6572,2730,2733,1109
1477,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","El Jicaral","PSN","Partido Socialista Nic.","hombres","INDIGENAS",651,2411,33,1021,1357
1478,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Larreynaga-Malpaisillo","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1407,6023,2090,2473,1460
1479,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Telica","PSN","Partido Socialista Nic.","hombres","INDIGENAS",939,4065,531,1633,1901
1480,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Quezalguaque","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2565,5265,919,2846,1500
1481,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","León","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2877,3659,131,2214,1314
1482,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","La Paz Centro","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2828,2097,541,876,680
1483,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Nagarote","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1728,4889,2600,1981,308
1484,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","San José de Cusmapa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2038,5804,2434,1975,1395
1485,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Las Sabanas","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2461,5812,2711,2681,420
1486,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","San Lucas","PSN","Partido Socialista Nic.","hombres","INDIGENAS",545,5902,1560,2232,2110
1487,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Somoto","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2763,1407,472,185,750
1488,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Totogalpa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2916,5940,2490,2011,1439
1489,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Yalaguina","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2840,4322,458,1803,2061
1490,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Palacaguina","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2672,6275,1329,2186,2760
1491,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Telpaneca","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2487,4880,328,2754,1798
1492,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","San Juan de Río Coco","PSN","Partido Socialista Nic.","hombres","INDIGENAS",2262,2970,1254,458,1258
1493,"Elecciones Municipales",2001,"Nicaragua","REGION 3","Managua","San Francisco Libre","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1261,2507,919,1167,421
1494,"Elecciones Municipales",2001,"Nicaragua","REGION 3","Managua","Tipitapa","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1017,4847,2430,619,1798
1495,"Elecciones Municipales",2001,"Nicaragua","REGION 3","Managua","Managua","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1748,5564,422,2322,2820
1496,"Elecciones Municipales",2001,"Nicaragua","REGION 3","Managua","San Rafael del Sur","PSN","Partido Socialista Nic.","hombres","INDIGENAS",354,1686,887,406,393
1497,"Elecciones Municipales",2001,"Nicaragua","REGION 3","Managua","Villa Carlos Fonseca","PSN","Partido Socialista Nic.","hombres","INDIGENAS",223,4055,1746,2090,219
1498,"Elecciones Municipales",2001,"Nicaragua","REGION 3","Managua","El Crucero","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1665,2868,2167,219,482
1499,"Elecciones Municipales",2001,"Nicaragua","REGION 3","Managua","Mateare","PSN","Partido Socialista Nic.","hombres","INDIGENAS",1894,5888,2355,2618,915
